time,key
2021-02-01T17:25:13.732,"{'A'}"
2021-02-01T17:25:13.736,"{'A'}"
2021-02-01T17:25:13.742,"{'A'}"
2021-02-01T17:25:13.744,"{'A'}"
2021-02-01T17:25:13.748,"{'A'}"
2021-02-01T17:25:13.752,"{'A'}"
2021-02-01T17:25:13.756,"{'A'}"
2021-02-01T17:25:13.764,"{'A'}"
2021-02-01T17:25:13.767,"{'A'}"
2021-02-01T17:25:13.771,"{'A'}"
2021-02-01T17:25:13.775,"{'A'}"
2021-02-01T17:25:13.779,"{'A'}"
2021-02-01T17:25:13.783,"{'A'}"
2021-02-01T17:25:13.787,"{'A'}"
2021-02-01T17:25:13.792,"{'A'}"
2021-02-01T17:25:13.794,"{'A'}"
2021-02-01T17:25:13.798,"{'A'}"
2021-02-01T17:25:13.802,"{'A'}"
2021-02-01T17:25:13.806,"{'A'}"
2021-02-01T17:25:13.815,"{'A'}"
2021-02-01T17:25:13.819,"{'A'}"
2021-02-01T17:25:13.823,"{'A'}"
2021-02-01T17:25:13.827,"{'A'}"
2021-02-01T17:25:13.831,"{'A'}"
2021-02-01T17:25:13.836,"{'A'}"
2021-02-01T17:25:13.839,"{'A'}"
2021-02-01T17:25:13.843,"{'A'}"
2021-02-01T17:25:13.847,"{'A'}"
2021-02-01T17:25:13.851,"{'A'}"
2021-02-01T17:25:13.855,"{'A'}"
2021-02-01T17:25:13.863,"{'A'}"
2021-02-01T17:25:13.867,"{'A'}"
2021-02-01T17:25:13.870,"{'A'}"
2021-02-01T17:25:13.874,"{'A'}"
2021-02-01T17:25:13.878,"{'A'}"
2021-02-01T17:25:13.883,"{'A'}"
2021-02-01T17:25:13.887,"{'A'}"
2021-02-01T17:25:13.892,"{'A'}"
2021-02-01T17:25:13.895,"{'A'}"
2021-02-01T17:25:13.899,"{'A'}"
2021-02-01T17:25:13.903,"{'A'}"
2021-02-01T17:25:13.910,"{'A'}"
2021-02-01T17:25:13.913,"{'A'}"
2021-02-01T17:25:13.917,"{'A'}"
2021-02-01T17:25:13.920,"{'A'}"
2021-02-01T17:25:13.925,"{'A','LEFT'}"
2021-02-01T17:25:13.931,"{'A','LEFT'}"
2021-02-01T17:25:13.938,"{'A','LEFT'}"
2021-02-01T17:25:13.946,"{'A','LEFT'}"
2021-02-01T17:25:13.949,"{'A','LEFT'}"
2021-02-01T17:25:13.953,"{'A','LEFT'}"
2021-02-01T17:25:13.963,"{'A','LEFT'}"
2021-02-01T17:25:13.967,"{'A','LEFT'}"
2021-02-01T17:25:13.971,"{'A','LEFT'}"
2021-02-01T17:25:13.977,"{'A','LEFT'}"
2021-02-01T17:25:13.986,"{'A','LEFT'}"
2021-02-01T17:25:13.990,"{'A','LEFT'}"
2021-02-01T17:25:13.994,"{'A','LEFT'}"
2021-02-01T17:25:13.998,"{'A','LEFT'}"
2021-02-01T17:25:14.003,"{'A','LEFT'}"
2021-02-01T17:25:14.011,"{'A','LEFT'}"
2021-02-01T17:25:14.015,"{'A','LEFT'}"
2021-02-01T17:25:14.019,"{'A','LEFT'}"
2021-02-01T17:25:14.023,"{'A','LEFT'}"
2021-02-01T17:25:14.037,"{'A'}"
2021-02-01T17:25:14.043,"{'A'}"
2021-02-01T17:25:14.047,"{'A'}"
2021-02-01T17:25:14.051,"{'A'}"
2021-02-01T17:25:14.055,"{'A'}"
2021-02-01T17:25:14.059,"{'A'}"
2021-02-01T17:25:14.063,"{'A'}"
2021-02-01T17:25:14.067,"{'A'}"
2021-02-01T17:25:14.071,"{'A'}"
2021-02-01T17:25:14.077,"{'A'}"
2021-02-01T17:25:14.083,"{'A'}"
2021-02-01T17:25:14.085,"{'A'}"
2021-02-01T17:25:14.089,"{'A'}"
2021-02-01T17:25:14.093,"{'A'}"
2021-02-01T17:25:14.097,"{'A'}"
2021-02-01T17:25:14.102,"{'A'}"
2021-02-01T17:25:14.105,"{'A'}"
2021-02-01T17:25:14.111,"{'A'}"
2021-02-01T17:25:14.114,"{'A'}"
2021-02-01T17:25:14.119,"{'A'}"
2021-02-01T17:25:14.123,"{'A'}"
2021-02-01T17:25:14.128,"{'A'}"
2021-02-01T17:25:14.131,"{'A'}"
2021-02-01T17:25:14.135,"{'A'}"
2021-02-01T17:25:14.139,"{'A'}"
2021-02-01T17:25:14.143,"{'A'}"
2021-02-01T17:25:14.147,"{'A'}"
2021-02-01T17:25:14.151,"{'A'}"
2021-02-01T17:25:14.156,"{'A'}"
2021-02-01T17:25:14.161,"{'A'}"
2021-02-01T17:25:14.165,"{'A'}"
2021-02-01T17:25:14.168,"{'A'}"
2021-02-01T17:25:14.172,"{'A'}"
2021-02-01T17:25:14.178,"{'A'}"
2021-02-01T17:25:14.182,"{'A'}"
2021-02-01T17:25:14.186,"{'A'}"
2021-02-01T17:25:14.190,"{'A'}"
2021-02-01T17:25:14.194,"{'A'}"
2021-02-01T17:25:14.198,"{'A'}"
2021-02-01T17:25:14.203,"{'A'}"
2021-02-01T17:25:14.207,"{'A'}"
2021-02-01T17:25:14.211,"{'A'}"
2021-02-01T17:25:14.215,"{'A'}"
2021-02-01T17:25:14.219,"{'A'}"
2021-02-01T17:25:14.222,"{'A'}"
2021-02-01T17:25:14.228,"{'A'}"
2021-02-01T17:25:14.232,"{'A'}"
2021-02-01T17:25:14.234,"{'A'}"
2021-02-01T17:25:14.238,"{'A'}"
2021-02-01T17:25:14.243,"{'A'}"
2021-02-01T17:25:14.246,"{'A'}"
2021-02-01T17:25:14.251,"{'A'}"
2021-02-01T17:25:14.255,"{'A'}"
2021-02-01T17:25:14.260,"{'A'}"
2021-02-01T17:25:14.262,"{'A'}"
2021-02-01T17:25:14.266,"{'A'}"
2021-02-01T17:25:14.270,"{'A'}"
2021-02-01T17:25:14.275,"{'A'}"
2021-02-01T17:25:14.280,"{'A'}"
2021-02-01T17:25:14.283,"{'A'}"
2021-02-01T17:25:14.287,"{'A'}"
2021-02-01T17:25:14.291,"{'A'}"
2021-02-01T17:25:14.295,"{'A'}"
2021-02-01T17:25:14.301,"{'A'}"
2021-02-01T17:25:14.305,"{'A'}"
2021-02-01T17:25:14.309,"{'A'}"
2021-02-01T17:25:14.313,"{'A'}"
2021-02-01T17:25:14.317,"{'A'}"
2021-02-01T17:25:14.324,"{'A'}"
2021-02-01T17:25:14.328,"{'A'}"
2021-02-01T17:25:14.332,"{'A'}"
2021-02-01T17:25:14.336,"{'A'}"
2021-02-01T17:25:14.340,"{'A'}"
2021-02-01T17:25:14.348,"{'A'}"
2021-02-01T17:25:14.352,"{'A'}"
2021-02-01T17:25:14.355,"{'A'}"
2021-02-01T17:25:14.359,"{'A'}"
2021-02-01T17:25:14.363,"{'A'}"
2021-02-01T17:25:14.367,"{'A'}"
2021-02-01T17:25:14.372,"{'A'}"
2021-02-01T17:25:14.377,"{'A'}"
2021-02-01T17:25:14.381,"{'A'}"
2021-02-01T17:25:14.385,"{'A'}"
2021-02-01T17:25:14.389,"{'A'}"
2021-02-01T17:25:14.394,"{'A'}"
2021-02-01T17:25:14.398,"{'A'}"
2021-02-01T17:25:14.403,"{'A'}"
2021-02-01T17:25:14.407,"{'A'}"
2021-02-01T17:25:14.411,"{'A'}"
2021-02-01T17:25:14.415,"{'A'}"
2021-02-01T17:25:14.420,"{'A'}"
2021-02-01T17:25:14.425,"{'A'}"
2021-02-01T17:25:14.429,"{'A'}"
2021-02-01T17:25:14.433,"{'A'}"
2021-02-01T17:25:14.437,"{'A'}"
2021-02-01T17:25:14.448,"{'A'}"
2021-02-01T17:25:14.451,"{'A'}"
2021-02-01T17:25:14.455,"{'A'}"
2021-02-01T17:25:14.459,"{'A'}"
2021-02-01T17:25:14.463,"{'A'}"
2021-02-01T17:25:14.469,"{'A'}"
2021-02-01T17:25:14.473,"{'A'}"
2021-02-01T17:25:14.476,"{'A'}"
2021-02-01T17:25:14.480,"{'A'}"
2021-02-01T17:25:14.484,"{'A'}"
2021-02-01T17:25:14.488,"{'A'}"
2021-02-01T17:25:14.497,"{'A'}"
2021-02-01T17:25:14.500,"{'A'}"
2021-02-01T17:25:14.504,"{'A'}"
2021-02-01T17:25:14.508,"{'A'}"
2021-02-01T17:25:14.512,"{'A'}"
2021-02-01T17:25:14.516,"{'A'}"
2021-02-01T17:25:14.520,"{'A'}"
2021-02-01T17:25:14.524,"{'A'}"
2021-02-01T17:25:14.528,"{'A'}"
2021-02-01T17:25:14.532,"{'A'}"
2021-02-01T17:25:14.536,"{'A'}"
2021-02-01T17:25:14.540,"{'A'}"
2021-02-01T17:25:14.547,"{'A'}"
2021-02-01T17:25:14.549,"{'A'}"
2021-02-01T17:25:14.553,"{'A'}"
2021-02-01T17:25:14.557,"{'A'}"
2021-02-01T17:25:14.561,"{'A'}"
2021-02-01T17:25:14.566,"{'A'}"
2021-02-01T17:25:14.570,"{'A'}"
2021-02-01T17:25:14.573,"{'A'}"
2021-02-01T17:25:14.578,"{'A'}"
2021-02-01T17:25:14.582,"{'A'}"
2021-02-01T17:25:14.586,"{'A'}"
2021-02-01T17:25:14.591,"{'A'}"
2021-02-01T17:25:14.595,"{'A'}"
2021-02-01T17:25:14.597,"{'A'}"
2021-02-01T17:25:14.601,"{'A'}"
2021-02-01T17:25:14.605,"{'A'}"
2021-02-01T17:25:14.609,"{'A'}"
2021-02-01T17:25:14.614,"{'A'}"
2021-02-01T17:25:14.618,"{'A'}"
2021-02-01T17:25:14.621,"{'A'}"
2021-02-01T17:25:14.625,"{'A'}"
2021-02-01T17:25:14.629,"{'A'}"
2021-02-01T17:25:14.634,"{'A'}"
2021-02-01T17:25:14.640,"{'A'}"
2021-02-01T17:25:14.644,"{'A'}"
2021-02-01T17:25:14.647,"{'A'}"
2021-02-01T17:25:14.651,"{'A'}"
2021-02-01T17:25:14.655,"{'A'}"
2021-02-01T17:25:14.660,"{'A'}"
2021-02-01T17:25:14.666,"{'A'}"
2021-02-01T17:25:14.670,"{'A'}"
2021-02-01T17:25:14.674,"{'A'}"
2021-02-01T17:25:14.677,"{'A'}"
2021-02-01T17:25:14.681,"{'A'}"
2021-02-01T17:25:14.686,"{'A'}"
2021-02-01T17:25:14.692,"{'A'}"
2021-02-01T17:25:14.695,"{'A'}"
2021-02-01T17:25:14.699,"{'A'}"
2021-02-01T17:25:14.703,"{'A'}"
2021-02-01T17:25:14.709,"{'A'}"
2021-02-01T17:25:14.714,"{'A'}"
2021-02-01T17:25:14.718,"{'A'}"
2021-02-01T17:25:14.722,"{'A'}"
2021-02-01T17:25:14.727,"{'A'}"
2021-02-01T17:25:14.731,"{'A'}"
2021-02-01T17:25:14.736,"{'A'}"
2021-02-01T17:25:14.743,"{'A'}"
2021-02-01T17:25:14.746,"{'A'}"
2021-02-01T17:25:14.750,"{'A'}"
2021-02-01T17:25:14.754,"{'A'}"
2021-02-01T17:25:14.759,"{'A'}"
2021-02-01T17:25:14.765,"{'A'}"
2021-02-01T17:25:14.768,"{'A'}"
2021-02-01T17:25:14.772,"{'A'}"
2021-02-01T17:25:14.776,"{'A'}"
2021-02-01T17:25:14.780,"{'A'}"
2021-02-01T17:25:14.784,"{'A'}"
2021-02-01T17:25:14.790,"{'A'}"
2021-02-01T17:25:14.793,"{'A'}"
2021-02-01T17:25:14.796,"{'A'}"
2021-02-01T17:25:14.800,"{'A'}"
2021-02-01T17:25:14.804,"{'A'}"
2021-02-01T17:25:14.813,"{'A'}"
2021-02-01T17:25:14.817,"{'A'}"
2021-02-01T17:25:14.820,"{'A'}"
2021-02-01T17:25:14.824,"{'A'}"
2021-02-01T17:25:14.828,"{'A'}"
2021-02-01T17:25:14.833,"{'A'}"
2021-02-01T17:25:14.840,"{'A'}"
2021-02-01T17:25:14.844,"{'A'}"
2021-02-01T17:25:14.847,"{'A'}"
2021-02-01T17:25:14.851,"{'A'}"
2021-02-01T17:25:14.855,"{'A'}"
2021-02-01T17:25:14.859,"{'A'}"
2021-02-01T17:25:14.863,"{'A'}"
2021-02-01T17:25:14.867,"{'A'}"
2021-02-01T17:25:14.871,"{'A'}"
2021-02-01T17:25:14.877,"{'A'}"
2021-02-01T17:25:14.882,"{'A'}"
2021-02-01T17:25:14.886,"{'A'}"
2021-02-01T17:25:14.890,"{'A'}"
2021-02-01T17:25:14.894,"{'A'}"
2021-02-01T17:25:14.899,"{'A'}"
2021-02-01T17:25:14.903,"{'A'}"
2021-02-01T17:25:14.909,"{'A'}"
2021-02-01T17:25:14.913,"{'A'}"
2021-02-01T17:25:14.917,"{'A'}"
2021-02-01T17:25:14.921,"{'A'}"
2021-02-01T17:25:14.925,"{'A'}"
2021-02-01T17:25:14.929,"{'A'}"
2021-02-01T17:25:14.934,"{'A'}"
2021-02-01T17:25:14.938,"{'A'}"
2021-02-01T17:25:14.943,"{'A'}"
2021-02-01T17:25:14.946,"{'A'}"
2021-02-01T17:25:14.950,"{'A'}"
2021-02-01T17:25:14.955,"{'A'}"
2021-02-01T17:25:14.960,"{'A'}"
2021-02-01T17:25:14.962,"{'A'}"
2021-02-01T17:25:14.966,"{'A'}"
2021-02-01T17:25:14.970,"{'A'}"
2021-02-01T17:25:14.974,"{'A'}"
2021-02-01T17:25:14.984,"{'A'}"
2021-02-01T17:25:14.988,"{'A'}"
2021-02-01T17:25:14.992,"{'A'}"
2021-02-01T17:25:14.996,"{'A'}"
2021-02-01T17:25:15.001,"{'A'}"
2021-02-01T17:25:15.005,"{'A'}"
2021-02-01T17:25:15.009,"{'A'}"
2021-02-01T17:25:15.013,"{'A'}"
2021-02-01T17:25:15.017,"{'A'}"
